# d267b7acbd7ca1021691f4feea94f726d4a4097ff244dad4bdc4108a8a9ef8ab#
# baonoise-meta {"cosmology":{"N_eff":3.046,"h":0.6822,"mnu":0.06,"ns":0.974,"ombh2":0.0226,"omch2":0.118,"omnuh2":0.000644883920894239,"sigma_8":0.813},"data_sha256":"242eee73b146c45f665533bf889c570793cb6a224cb2303465a9fdb5cb823b41","format":"baonoise-pk-v2","generator":{"package":"camb","version":"2.0.2"},"settings":{"As":2.1e-09,"accurate_massive_neutrino_transfers":false,"kmax_h_mpc":20.0,"minkh_h_mpc":0.0001,"neutrino_input":"omnuh2_active","nonlinear":false,"npoints":1400,"redshift":0.0,"tau":0.06}}
6.494206278728332782e-01 2.382460721305608331e+02
6.551115189173467579e-01 2.335406464607740133e+02
6.608522793985414090e-01 2.289243016538136715e+02
6.666433463236773882e-01 2.243954218115374033e+02
6.724851605295246726e-01 2.199524191463402190e+02
6.783781667159185513e-01 2.155937339057726092e+02
6.843228134796073281e-01 2.113178460961859741e+02
6.903195533484091095e-01 2.071232762145434663e+02
6.963688428156543653e-01 2.030085697284971502e+02
7.024711423749386840e-01 1.989722958166140074e+02
7.086269165551721816e-01 1.950130470377279437e+02
7.148366339559483196e-01 1.911294390035705533e+02
7.211007672832121518e-01 1.873201100546799296e+02
7.274197933852398767e-01 1.835837209395906200e+02
7.337941932889467944e-01 1.799189544972853980e+02
7.402244522364997970e-01 1.763245153429347454e+02
7.467110597222530455e-01 1.727991295568913586e+02
7.532545095300169358e-01 1.693415443769595754e+02
7.598552997706422563e-01 1.659505278939179505e+02
7.665139329199396334e-01 1.626248687503011183e+02
7.732309158569260488e-01 1.593633758424278994e+02
7.800067599024169684e-01 1.561648780256626026e+02
7.868419808579462105e-01 1.530282238229116842e+02
7.937370990450273167e-01 1.499522811363471533e+02
8.006926393447695300e-01 1.469359369623301461e+02
8.077091312378298360e-01 1.439780971095442226e+02
8.147871088447146137e-01 1.410776859203165543e+02
8.219271109664477715e-01 1.382336459951125676e+02
8.291296811255813859e-01 1.354449379201996351e+02
8.363953676075661647e-01 1.327105399984613427e+02
8.437247235024984970e-01 1.300294473590489872e+02
8.511183067472165575e-01 1.274006680618780933e+02
8.585766801677764404e-01 1.248232256785605756e+02
8.661004115222901145e-01 1.222961609689241271e+02
8.736900735441541777e-01 1.198185316089021768e+02
8.813462439856439845e-01 1.173894119150212845e+02
8.890695056618890257e-01 1.150078925728732031e+02
8.968604464952496524e-01 1.126730803695190275e+02
9.047196595600655034e-01 1.103840979297900020e+02
9.126477431277986163e-01 1.081400834564304745e+02
9.206453007125853238e-01 1.059401904740397242e+02
9.287129411171730631e-01 1.037835875767673883e+02
9.368512784792599746e-01 1.016694581797182195e+02
9.450609323182544985e-01 9.959700027402004707e+01
9.533425275824297662e-01 9.756542618551009127e+01
9.616966946964994323e-01 9.557396233699859067e+01
9.701240696096014027e-01 9.362184901406341453e+01
9.786252938437185467e-01 9.170834013432899212e+01
9.872010145425090810e-01 8.983270302019639075e+01
9.958518845205637238e-01 8.799421817496920539e+01
1.004578562313110712e+00 8.619217906234365500e+01
1.013381712226141262e+00 8.442589188921309074e+01
1.022262004386972789e+00 8.269467539175290938e+01
1.031220114795272202e+00 8.099786062473187087e+01
1.040256725374511193e+00 7.933479075497406541e+01
1.049372524023869602e+00 7.770482105549058360e+01
1.058568204670612412e+00 7.610731892534079179e+01
1.067844467322907054e+00 7.454166327742409237e+01
1.077202018123114113e+00 7.300724428309285940e+01
1.086641569401532781e+00 7.150346318274738167e+01
1.096163839730639022e+00 7.002973209928070730e+01
1.105769553979779385e+00 6.858547385433486454e+01
1.115459443370344417e+00 6.717012178734115935e+01
1.125234245531444355e+00 6.578311957729803794e+01
1.135094704556053102e+00 6.442392106726380518e+01
1.145041571057647367e+00 6.309199009152378324e+01
1.155075602227355391e+00 6.178680030539735668e+01
1.165197561891593514e+00 6.050783501765394590e+01
1.175408220570202777e+00 5.925458702550680812e+01
1.185708355535118441e+00 5.802655845214211183e+01
1.196098750869528216e+00 5.682326058676252245e+01
1.206580197527565845e+00 5.564421372710424407e+01
1.217153493394511177e+00 5.448894702440041726e+01
1.227819443347541117e+00 5.335699833075259590e+01
1.238578859316994185e+00 5.224791404888717494e+01
1.249432560348170629e+00 5.116124898425827183e+01
1.260381372663693877e+00 5.009656619946880340e+01
1.271426129726398679e+00 4.905343687097826688e+01
1.282567672302771911e+00 4.803144014806996864e+01
1.293806848526966924e+00 4.703016299747229567e+01
1.305144513965360575e+00 4.604919982501994724e+01
1.316581531681674244e+00 4.508815241791370454e+01
1.328118772302688377e+00 4.414663002723008134e+01
1.339757114084507039e+00 4.322424924188450746e+01
1.351497442979420427e+00 4.232063385857328086e+01
1.363340652703334932e+00 4.143541475384200368e+01
1.375287644803822706e+00 4.056822975825224376e+01
1.387339328728741217e+00 3.971872353261372979e+01
1.399496621895457871e+00 3.888654744625272031e+01
1.411760449760703029e+00 3.807135945728744986e+01
1.424131745891006995e+00 3.727282399487912556e+01
1.436611452033765168e+00 3.649061184343339193e+01
1.449200518188936693e+00 3.572440002871741171e+01
1.461899902681356389e+00 3.497387170587327176e+01
1.474710572233686623e+00 3.423871604928734769e+01
1.487633502040001998e+00 3.351862814430278803e+01
1.500669675840036188e+00 3.281330888073164687e+01
1.513820085994061593e+00 3.212246484815549508e+01
1.527085733558424252e+00 3.144580823297563299e+01
1.540467628361761765e+00 3.078305671719217429e+01
1.553966789081869360e+00 3.013393337888591006e+01
1.567584243323234983e+00 2.949816659437579602e+01
1.581321027695281822e+00 2.887548994202709451e+01
1.595178187891270749e+00 2.826564210768541585e+01
1.609156778767892648e+00 2.766836677822629653e+01
1.623257864425586616e+00 2.708341250652413734e+01
1.637482518289529398e+00 2.651053266902423644e+01
1.651831823191356241e+00 2.594948539418990663e+01
1.666306871451576299e+00 2.540003347533280476e+01
1.680908764962744106e+00 2.486194428494121311e+01
1.695638615273328265e+00 2.433498969048167382e+01
1.710497543672318876e+00 2.381894597165070593e+01
1.725486681274601697e+00 2.331359373905426935e+01
1.740607169107054153e+00 2.281871785429251531e+01
1.755860158195393872e+00 2.233410735142791381e+01
1.771246809651818799e+00 2.185955535981422315e+01
1.786768294763385612e+00 2.139485902826476149e+01
1.802425795081161741e+00 2.093981945054044758e+01
1.818220502510190073e+00 2.049424159213380747e+01
1.834153619400206603e+00 2.005793421833028489e+01
1.850226358637174995e+00 1.963070982352640215e+01
1.866439943735603402e+00 1.921238456178423348e+01
1.882795608931699949e+00 1.880277817860071110e+01
1.899294599277320472e+00 1.840171394387646231e+01
1.915938170734734047e+00 1.800901858606017569e+01
1.932727590272252050e+00 1.762452222745253749e+01
1.949664135960665901e+00 1.724805832065004552e+01
1.966749097070524810e+00 1.687946358611026554e+01
1.983983774170302583e+00 1.651857795024399778e+01
2.001369479225391768e+00 1.616524445594452075e+01
2.018907535697962885e+00 1.581930919264089219e+01
2.036599278647732270e+00 1.548062128149650540e+01
2.054446054833579005e+00 1.514903282168507559e+01
2.072449222816072023e+00 1.482439883398431313e+01
2.090610153060871390e+00 1.450657720538345963e+01
2.108930228043079502e+00 1.419542863468489102e+01
2.127410842352464027e+00 1.389081657908711875e+01
2.146053402799612542e+00 1.359260720172945547e+01
2.164859328523042414e+00 1.330066932018326753e+01
2.183830051097222835e+00 1.301487435587427832e+01
2.202967014641536991e+00 1.273509628442052488e+01
2.222271675930239887e+00 1.246121158686850983e+01
2.241745504503338537e+00 1.219309920181523488e+01
2.261389982778448715e+00 1.193064047839881781e+01
2.281206606163663775e+00 1.167371913014422269e+01
2.301196883171378271e+00 1.142222118964912880e+01
2.321362335533123655e+00 1.117603496409568820e+01
2.341704498315398286e+00 1.093505099157393268e+01
2.362224920036541054e+00 1.069916199820373315e+01
2.382925162784600648e+00 1.046826285604037743e+01
2.403806802336234227e+00 1.024225054175180816e+01
2.424871428276687890e+00 1.002102409605278233e+01
2.446120644120785226e+00 9.804484583884425675e+00
2.467556067434982126e+00 9.592535052638620385e+00
2.489179329960530485e+00 9.385080472662762574e+00
2.510992077737671746e+00 9.182027713097792088e+00
2.532995971230934007e+00 8.983285518375176082e+00
2.555192685455554003e+00 8.788764471883759199e+00
2.577583910104969789e+00 8.598376960186941531e+00
2.600171349679453403e+00 8.412037137905887363e+00
2.622956723615848418e+00 8.229660893257333854e+00
2.645941766418483887e+00 8.051165814234089169e+00
2.669128227791198960e+00 7.876471155417413605e+00
2.692517872770522125e+00 7.705497805410238321e+00
2.716112481860060601e+00 7.538168254879058061e+00
2.739913851166023040e+00 7.374406565195461560e+00
2.763923792533934609e+00 7.214138337665344736e+00
2.788144133686584869e+00 7.057290683335903481e+00
2.812576718363147599e+00 6.903792193370084540e+00
2.837223406459536523e+00 6.753572909978431404e+00
2.862086074169971184e+00 6.606564297898287919e+00
2.887166614129828890e+00 6.462699216410778824e+00
2.912466935559702375e+00 6.321911891885529933e+00
2.937988964410721771e+00 6.184137890844508156e+00
2.963734643511198197e+00 6.049314093534576386e+00
2.989705932714500580e+00 5.917378668000917052e+00
3.015904809048229662e+00 5.788271044651009056e+00
3.042333266864753583e+00 5.661931891298615405e+00
3.068993317993002456e+00 5.538303086464713587e+00
3.095886991891604545e+00 5.417327691672560341e+00
3.123016335803408428e+00 5.298949933479039309e+00
3.150383414911299695e+00 5.183115181459491794e+00
3.177990312495428071e+00 5.069769925496707685e+00
3.205839130091766798e+00 4.958861753504727687e+00
3.233931987652125084e+00 4.850339329578511105e+00
3.262271023705507478e+00 4.744152372562302489e+00
3.290858395520892099e+00 4.640251635029040145e+00
3.319696279271481032e+00 4.538588882662828894e+00
3.348786870200344712e+00 4.439116874037862814e+00
3.378132382787509602e+00 4.341789340785639162e+00
3.407735050918572650e+00 4.246560968144231119e+00
3.437597128054730167e+00 4.153387375881964161e+00
3.467720887404305952e+00 4.062225099588831156e+00
3.498108622095827958e+00 3.973031572329058125e+00
3.528762645352567340e+00 3.885765106647887990e+00
3.559685290668641144e+00 3.800384876926106159e+00
3.590878911986624455e+00 3.716850902076251018e+00
3.622345883876772810e+00 3.635124028573486488e+00
3.654088601717766505e+00 3.555165913815689027e+00
3.686109481879038086e+00 3.476939009806254255e+00
3.718410961904752288e+00 3.400406547153544956e+00
3.750995500699340734e+00 3.325532519381552365e+00
3.783865578714663780e+00 3.252281667165927370e+00
3.817023698138868326e+00 3.180619455254637185e+00
3.850472383086848804e+00 3.110512058671401459e+00
3.884214179792366828e+00 3.041926356701560419e+00
3.918251656801921889e+00 2.974829918964638775e+00
3.952587405170250090e+00 2.909190991395352643e+00
3.987224038657582348e+00 2.844978482500256423e+00
4.022164193928579046e+00 2.782161949885106456e+00
4.057410530753088551e+00 2.720711587047902391e+00
4.092965732208596386e+00 2.660598210432172372e+00
4.128832504884451637e+00 2.601793246736165521e+00
4.165013579087939455e+00 2.544268720472330880e+00
4.201511709052105026e+00 2.487997241773175716e+00
4.238329673145392995e+00 2.432951994438032894e+00
4.275470274083190247e+00 2.379106724216631275e+00
4.312936339141155706e+00 2.326435727324786651e+00
4.350730720370420634e+00 2.274913839187845177e+00
4.388856294814743819e+00 2.224516423407358001e+00
4.427315964729491959e+00 2.175219360947004965e+00
4.466112657802581154e+00 2.126999039533283398e+00
4.505249327377316426e+00 2.079832343267072670e+00
4.544728952677256295e+00 2.033696642441841451e+00
4.584554539032978049e+00 1.988569783564684501e+00
4.624729118110830761e+00 1.944430079576237924e+00
4.665255748143763981e+00 1.901256300265623977e+00
4.706137514164105973e+00 1.859027662840206929e+00
4.747377528238388322e+00 1.817723822558733326e+00
4.788978929704290621e+00 1.777324863858812831e+00
4.830944885409586220e+00 1.737811291588531315e+00
4.873278589953237372e+00 1.699164022340377667e+00
4.915983265928534962e+00 1.661364375958696016e+00
4.959062164168472897e+00 1.624394067217327375e+00
5.002518563993183953e+00 1.588235197664321419e+00
5.046355773459549887e+00 1.552870247630242950e+00
5.090577129613073737e+00 1.518282068397083462e+00
5.135185998741878421e+00 1.484453874524595873e+00
5.180185776632938222e+00 1.451369236330981805e+00
5.225579888830631958e+00 1.419012072524932222e+00
5.271371790897475762e+00 1.387366642986118448e+00
5.317564968677151782e+00 1.356417541691185003e+00
5.364162938559915439e+00 1.326149689782474939e+00
5.411169247750232891e+00 1.296548328776568670e+00
5.458587474536838791e+00 1.267599013910143180e+00
5.506421228565078430e+00 1.239287607620214615e+00
5.554674151111751890e+00 1.211600273156281604e+00
5.603349915362263900e+00 1.184523468321770023e+00
5.652452226690222403e+00 1.158043939342235040e+00
5.701984822939550668e+00 1.132148714857790450e+00
5.751951474709009027e+00 1.106825100037434728e+00
5.802355985639183089e+00 1.082060670796482160e+00
5.853202192702101847e+00 1.057843266592333187e+00
5.904493966493284063e+00 1.034160983786231780e+00
5.956235211526355933e+00 1.011002172988838321e+00
6.008429866530335950e+00 9.883554340480900091e-01
6.061081904749422655e+00 9.662096108238588110e-01
6.114195334245478008e+00 9.445537860695445431e-01
6.167774198203086478e+00 9.233772764185115278e-01
6.221822575237403008e+00 9.026696274732572967e-01
6.276344579704606907e+00 8.824206089953510190e-01
6.331344362015055793e+00 8.626202101940295686e-01
6.386826108949305691e+00 8.432586351115139989e-01
6.442794043976783236e+00 8.243262981031749259e-01
6.499252427577267177e+00 8.058138194105707308e-01
6.556205557565268904e+00 7.877120208255130596e-01
6.613657769417168986e+00 7.700119214434218984e-01
6.671613436601216307e+00 7.527047335040707443e-01
6.730076970910512379e+00 7.357818583180042449e-01
6.789052822798820941e+00 7.192348822769902839e-01
6.848545481719360950e+00 7.030555729467059534e-01
6.908559476466522575e+00 6.872358752400739013e-01
6.969099375520684703e+00 6.717679076695945994e-01
7.030169787395942116e+00 6.566439586771407599e-01
7.091775360990894228e+00 6.418564830396030763e-01
7.153920785942603722e+00 6.273980983488355312e-01
7.216610792983555456e+00 6.132615815582814767e-01
7.279850154301734655e+00 5.994398655401919074e-01
7.343643683903979813e+00 5.859260358121723966e-01
7.407996237982410470e+00 5.727133273509199540e-01
7.472912715284048879e+00 5.597951214223060301e-01
7.538398057483816750e+00 5.471649424763597169e-01
7.604457249560653054e+00 5.348164551067524641e-01
7.671095320177023780e+00 5.227434610734271736e-01
7.738317342061663773e+00 5.109398963871603083e-01
7.806128432395806449e+00 4.993998284547237487e-01
7.874533753202694442e+00 4.881174532835005353e-01
7.943538511740475094e+00 4.770870927442850684e-01
8.013147960898692190e+00 4.663031918911114126e-01
8.083367399598099468e+00 4.557603163369521315e-01
8.154202173194008196e+00 4.454531496841646065e-01
8.225657673883260301e+00 4.353764910085181072e-01
8.297739341114670708e+00 4.255252523957844812e-01
8.370452662003057043e+00 4.158944565297786888e-01
8.443803171747019221e+00 4.064792343307946365e-01
8.517796454050239774e+00 3.972748226434265062e-01
8.592438141546566044e+00 3.882765619727864825e-01
8.667733916228728575e+00 3.794798942680803200e-01
8.743689509880969268e+00 3.708803607526139356e-01
8.820310704515303968e+00 3.624735997992707404e-01
8.897603332811645060e+00 3.542553448505056379e-01
8.975573278561881807e+00 3.462214218555388912e-01
9.054226477117740757e+00 3.383677460215446797e-01
9.133568915842547042e+00 3.306903214574905547e-01
9.213606634567106823e+00 3.231852396847499365e-01
9.294345726049423106e+00 3.158486777531373524e-01
9.375792336438509622e+00 3.086768963968618551e-01
9.457952665742222820e+00 3.016662382296042000e-01
9.540832968299293171e+00 2.948131259778514757e-01
9.624439553255406565e+00 2.881140607517572172e-01
9.708778785043415738e+00 2.815656203526959445e-01
9.793857083867925084e+00 2.751644576167601719e-01
9.879680926193968205e+00 2.689072987934624237e-01
9.966256845239977125e+00 2.627909419589025686e-01
1.005359143147520662e+01 2.568122554626626197e-01
1.014169133312137383e+01 2.509681764077593691e-01
1.023056325665870503e+01 2.452557091629370134e-01
1.032021396733654051e+01 2.396719239066253115e-01
1.041065028968828265e+01 2.342139552019226190e-01
1.050187910805091818e+01 2.288790006019338907e-01
1.059390736708902025e+01 2.236643192848365991e-01
1.068674207232350959e+01 2.185672307180500373e-01
1.078039029066487409e+01 2.135851133509004962e-01
1.087485915095109057e+01 2.087154033351890370e-01
1.097015584449037817e+01 2.039555932730676424e-01
1.106628762560861823e+01 1.993032310404412311e-01
1.116326181220146374e+01 1.947559201557649000e-01
1.126108578629157542e+01 1.903113187731218514e-01
1.135976699459046735e+01 1.859671365450419334e-01
1.145931294906534248e+01 1.817211333912204796e-01
1.155973122751103510e+01 1.775711184166327006e-01
1.166102947412679747e+01 1.735149488523827499e-01
1.176321540009821653e+01 1.695505290188223102e-01
1.186629678418417022e+01 1.656758093104861163e-01
1.197028147330906656e+01 1.618887852023907503e-01
1.207517738316013123e+01 1.581874962772711057e-01
1.218099249878992474e+01 1.545700252733240299e-01
1.228773487522429875e+01 1.510344971520256874e-01
1.239541263807551985e+01 1.475790781856329836e-01
1.250403398416076328e+01 1.442019750639459419e-01
1.261360718212620391e+01 1.409014340199503390e-01
1.272414057307639546e+01 1.376757399739408083e-01
1.283564257120915109e+01 1.345232156957544278e-01
1.294812166445620250e+01 1.314422209847357637e-01
1.306158641512924845e+01 1.284311518670725460e-01
1.317604546057177473e+01 1.254884398101403231e-01
1.329150751381648909e+01 1.226125509535116037e-01
1.340798136424871068e+01 1.198019853562753423e-01
1.352547587827539211e+01 1.170552762603433022e-01
1.364399999999998059e+01 1.143709893694019319e-01
